No,Title,Full Name,First Name,Last Name,Party,Profession,Birthplace,Marital Status,Constituency,Constituency Info,Profile URL,Homepage,Facebook,Instagram,TikTok,X,Mastodon,YouTube,Bluesky,LinkedIn,Threads,Telegram,Youtube,Gettr,Odyssee,Rumble,Xing,Twitch,WhatsApp,Tiktok,Linkedin,TiKTOK,LindedIn,Blog,Spotify,BlueSky,https://,Instgagram,Theads,Instgram,Telegramm,homepage
132,,Alexander Engelhard,Alexander,Engelhard,CDU/CSU,Diplom-Wirtschaftsingenieur (FH),Ulm; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 254: Neu-Ulm,https://www.bundestag.de/abgeordnete/biografien/E/engelhard_alexander-1048558,http://www.alexander-engelhard.de,http://www.facebook.com/alexanderEngelhard,http://www.instagram.com/alexander_engelhard_csu,https://www.tiktok.com/@alexanderengelhard,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,Martina Englhardt-Kopf,Martina,Englhardt-Kopf,CDU/CSU,Studiendirektorin a. D.; Landwirtschaft im Nebenerwerb,Schwandorf; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 233: Schwandorf,https://www.bundestag.de/abgeordnete/biografien/E/englhardt_kopf_martina-1044208,https://www.englhardt-kopf.de/,https://www.facebook.com/englhardtkopf,https://www.instagram.com/englhardtkopf/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,Thomas Erndl,Thomas,Erndl,CDU/CSU,Elektroingenieur,Osterhofen; römisch-katholisch; verheiratet; drei Kinder.,verheiratet,Bayern,Wahlkreis 226: Deggendorf,https://www.bundestag.de/abgeordnete/biografien/E/erndl_thomas-1048566,https://www.thomas-erndl.de/,https://www.facebook.com/Thomas.Erndl.Bayern/,https://www.instagram.com/thomaserndl,,https://twitter.com/TErndl,,https://www.youtube.com/@erndltv,,https://de.linkedin.com/in/thomaserndl,,,,,,,,,,,,,,,,,,,,,,
135,,Bastian Ernst,Bastian,Ernst,CDU/CSU,Betriebswirt,Delmenhorst; römisch-katholisch; verheiratet; ein Kind.,verheiratet,Niedersachsen,Wahlkreis 028: Delmenhorst – Wesermarsch – Oldenburg-Land,https://www.bundestag.de/abgeordnete/biografien/E/ernst_bastian-1044216,https://bastianernst.de/,https://de-de.facebook.com/bastianernst/,https://www.instagram.com/bastian_ernst_/,,,,,,https://de.linkedin.com/in/bastian-alfons-ernst-302161163,,,,,,,,,,,,,,,,,,,,,,
136,Dr.,Wiebke Esdar,Wiebke,Esdar,SPD,Diplom-Psychologin,Bielefeld; evangelisch; verheiratet; ein Kind.,verheiratet,Nordrhein-Westfalen,Wahlkreis 131: Bielefeld – Gütersloh II,https://www.bundestag.de/abgeordnete/biografien/E/esdar_wiebke-1044222,https://www.wiebke-esdar.de/,https://www.facebook.com/wiebkeesdar2017,https://www.instagram.com/wiebkeesdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,Saskia Esken,Saskia,Esken,SPD,Informatikerin,Stuttgart; verheiratet; drei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 280: Calw,https://www.bundestag.de/abgeordnete/biografien/E/esken_saskia-1044226,https://www.saskiaesken.de/,http://www.facebook.com/EskenSaskia,http://www.instagram.com/saskiaesken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Dr.,Michael Espendiller,Michael,Espendiller,AfD,"Mathematiker, Volkswirt",Leonberg.,geschieden,Nordrhein-Westfalen,Wahlkreis 125: Borken II,https://www.bundestag.de/abgeordnete/biografien/E/espendiller_michael-1044228,,https://www.facebook.com/EspendillerM/,https://www.instagram.com/dr_espendiller/,https://www.tiktok.com/@dr_espendiller,https://x.com/DrMEspendiller,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,Hermann Färber,Hermann,Färber,CDU/CSU,Landwirtschaftsmeister,Böhmenkirch; römisch-katholisch; verheiratet; fünf Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 263: Göppingen,https://www.bundestag.de/abgeordnete/biografien/F/faerber_hermann-1044260,https://www.hermann-faerber.de,https://de.facebook.com/HermannFaerber,https://www.instagram.com/hermannfaerber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,Nancy Faeser,Nancy,Faeser,SPD,Rechtsanwältin,Bad Soden am Taunus; römisch-katholisch; verheiratet; ein Kind.,verheiratet,Hessen,Wahlkreis 180: Main-Taunus,https://www.bundestag.de/abgeordnete/biografien/F/faeser_nancy-1044244,https://www.nancy-faeser.de,https://www.facebook.com/NancyFaeser/,https://www.instagram.com/nancy_faeser/,,https://x.com/nancyfaeser,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Dr.,Fabian Fahl,Fabian,Fahl,Die Linke,,Düsseldorf; ledig.,ledig,Nordrhein-Westfalen,Wahlkreis 086: Aachen I,https://www.bundestag.de/abgeordnete/biografien/F/fahl_fabian-1044246,https://fabian-fahl.de,,https://www.instagram.com/fabian.fahl/,https://www.tiktok.com/@peterzepa67,,,,,https://de.linkedin.com/in/dr-fabian-fahl-974764231/en,,,,,,,,,,,,,,,,,,,,,,
142,Dr.,Johannes Fechner,Johannes,Fechner,SPD,Jurist,,verheiratet,Baden-Württemberg,Wahlkreis 283: Emmendingen – Lahr,https://www.bundestag.de/abgeordnete/biografien/F/fechner_johannes-1044266,https://johannesfechner.de/,https://www.facebook.com/johannesfechner.spd/,https://www.instagram.com/fechnerjohannes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,Micha Fehre,Micha,Fehre,AfD,Unternehmer,Ingolstadt.,geschieden,Niedersachsen,Wahlkreis 042: Stadt Hannover II,https://www.bundestag.de/abgeordnete/biografien/F/fehre_micha-1044272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,Uwe Feiler,Uwe,Feiler,CDU/CSU,Diplom-Finanzwirt,"Winsen/Luhe; evangelisch-lutherisch, verheiratet, drei Kinder.",verheiratet,Brandenburg,Wahlkreis 058: Oberhavel – Havelland II,https://www.bundestag.de/abgeordnete/biografien/F/feiler_uwe-1044276,https://www.uwe-feiler.de/,https://www.facebook.com/uwefeilermdb/,https://www.instagram.com/uwefeilermdb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,Peter Felser,Peter,Felser,AfD,Unternehmer,Dillingen a.d.Donau; römisch-katholisch; fünf Kinder.,geschieden,Bayern,,https://www.bundestag.de/abgeordnete/biografien/F/felser_peter-1044286,http://www.peterfelser.de,https://www.facebook.com/Peter-Felser-AfD-225499161202327/,https://www.instagram.com/peter_felser/,https://www.tiktok.com/@peterfelser_mdb?,,,https://www.youtube.com/channel/UCx2JOb1ta1_banMt_RdqFGw,,,,,,,,,,,,,,,,,,,,,,,,
146,,Jan Feser,Jan,Feser,AfD,Diplom-Sozialjurist (FH),Frankfurt am Main; römisch-katholisch; ledig.,ledig,Hessen,Wahlkreis 177: Rheingau-Taunus – Limburg,https://www.bundestag.de/abgeordnete/biografien/F/feser_jan-1044292,,https://www.facebook.com/janfeserafd/,https://www.instagram.com/janfeserafd/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,Thomas Fetsch,Thomas,Fetsch,AfD,Rechtsanwalt,Mainz.,geschieden,Hessen,Wahlkreis 187: Bergstraße,https://www.bundestag.de/abgeordnete/biografien/F/fetsch_thomas-1044296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,Katrin Fey,Katrin,Fey,Die Linke,Diplom-Sozialpädagogin,Remagen; zwei Kinder.,geschieden,Nordrhein-Westfalen,Wahlkreis 147: Siegen-Wittgenstein,https://www.bundestag.de/abgeordnete/biografien/F/fey_katrin-1044300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,Sebastian Fiedler,Sebastian,Fiedler,SPD,Kriminalbeamter,Herdecke; evangelisch; ein Kind.,geschieden,Nordrhein-Westfalen,Wahlkreis 117: Mülheim – Essen I,https://www.bundestag.de/abgeordnete/biografien/F/fiedler_sebastian-1044302,https://www.sebastianfiedler.ruhr/,https://www.facebook.com/fiedelseb,https://www.instagram.com/fiedelseb/?hl=de,,https://twitter.com/fiedelseb,,,,,,,https://www.youtube.com/channel/UCRYKeHGHN3V6602MSRp8gcA,,,,,,,,,https://,,,,,,,,,,
150,,Hauke Finger,Hauke,Finger,AfD,Bankbetriebswirt,Willich; geschieden; zwei Kinder.,geschieden,Nordrhein-Westfalen,Wahlkreis 113: Krefeld II – Wesel II,https://www.bundestag.de/abgeordnete/biografien/F/finger_hauke-1044304,https://www.hauke-finger.de,https://www.facebook.com/haukefingerafd,https://www.instagram.com/haukefinger/,https://www.tiktok.com/@haukefinger,,,https://www.youtube.com/@haukefingerafd,,,,,,,,,,,,,,,,,,,,,,,,
151,,Simone Fischer,Simone,Fischer,Bündnis 90/Die Grünen,,Buchen (Odenwald).,geschieden,Baden-Württemberg,Wahlkreis 258: Stuttgart I,https://www.bundestag.de/abgeordnete/biografien/F/fischer_simone-1044328,https://simone-fischer-stuttgart.de/,https://www.facebook.com/simone.fischer.505,https://www.instagram.com/simone.fischer0711/?hl=de,,,,,,https://www.linkedin.com/in/simone-fischer-36434014a/,,,,,,,,,,,,,,,,,,,,,,
152,,Uwe Foullong,Uwe,Foullong,Die Linke,Diplom-Kaufmann,Neuss; konfessionslos; verheiratet; drei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 124: Bottrop – Recklinghausen III,https://www.bundestag.de/abgeordnete/biografien/F/foullong_uwe-1044356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,Christoph Frauenpreiß,Christoph,Frauenpreiß,CDU/CSU,Bankbetriebswirt (FS),Cuxhaven; evangelisch-lutherisch; verheiratet; zwei Kinder.,verheiratet,Niedersachsen,Wahlkreis 029: Cuxhaven – Stade II,https://www.bundestag.de/abgeordnete/biografien/F/frauenpreiss_christoph-1044368,https://christoph-frauenpreiss.de/,https://www.facebook.com/christoph.frauenpreiss.politik/,https://www.instagram.com/christoph.frauenpreiss/,,,,,,,,,,,,,,,,,,,https://de.linkedin.com/christoph-frauenpreiss,,,,,,,,,
154,,Thorsten Frei,Thorsten,Frei,CDU/CSU,"Jurist, Oberbürgermeister a. D.","Bad Säckingen; römisch-katholisch, verheiratet, drei Kinder.",verheiratet,Baden-Württemberg,Wahlkreis 286: Schwarzwald-Baar,https://www.bundestag.de/abgeordnete/biografien/F/frei_thorsten-1044370,http://www.thorsten-frei.de/,https://www.facebook.com/ThorstenFreiCDU,https://www.instagram.com/thorsten.frei/?hl=de,https://tiktok.com/@thorstenfrei,https://x.com/thorsten_frei,,https://youtube.com/@thorstenfrei6124,,,,,,,,,,,,,,,,,,,,,,,,
155,,Michael Frieser,Michael,Frieser,CDU/CSU,Rechtsanwalt,Nürnberg; römisch-katholisch; verheiratet.,verheiratet,Bayern,Wahlkreis 244: Nürnberg-Süd,https://www.bundestag.de/abgeordnete/biografien/F/frieser_michael-1044396,http://www.michael-frieser.de,https://www.facebook.com/michael.frieser.csu/,https://www.instagram.com/michael_frieser/,https://www.tiktok/@michael.frieser.mdb#,https://twitter.com/MichaelFrieser,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Dr.,Götz Frömming,Götz,Frömming,AfD,Gymnasiallehrer,"Eutin (Schleswig-Holstein); Studiendirektor a. D., Promotion in Germanistischer Mediävistik (Dr. phil.).",geschieden,Brandenburg,Wahlkreis 056: Prignitz – Ostprignitz-Ruppin – Havelland I,https://www.bundestag.de/abgeordnete/biografien/F/froemming_goetz-1044408,https://www.goetz-froemming.de/,https://www.facebook.com/goetzfroemming/,https://www.instagram.com/goetzfroemming,,https://twitter.com/gtzfrmming?lang=de,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,Markus Frohnmaier,Markus,Frohnmaier,AfD,,Craiova.,geschieden,Baden-Württemberg,Wahlkreis 260: Böblingen,https://www.bundestag.de/abgeordnete/biografien/F/frohnmaier_markus-1044406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,Rainer Herbert Galla,Rainer Herbert,Galla,AfD,Volljurist,Gelsenkirchen.,geschieden,Brandenburg,Wahlkreis 063: Frankfurt (Oder) – Oder-Spree,https://www.bundestag.de/abgeordnete/biografien/G/galla_rainer-1044428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,Boris Gamanov,Boris,Gamanov,AfD,Wirtschaftsfachwirt,"Riga, Lettland; verheiratet; ein Kind.",verheiratet,Saarland,Wahlkreis 296: Saarbrücken,https://www.bundestag.de/abgeordnete/biografien/G/gamanov_boris-1044434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,Schahina Gambir,Schahina,Gambir,Bündnis 90/Die Grünen,,Kabul.,geschieden,Nordrhein-Westfalen,Wahlkreis 133: Minden-Lübbecke I,https://www.bundestag.de/abgeordnete/biografien/G/gambir_schahina-1044436,http://www.schahina-gambir.de/,https://www.facebook.com/scha.hina,https://www.instagram.com/schahinag,,https://twitter.com/schahinag,,,https://bsky.app/profile/schahinagambir.bsky.social,,,,,,,,,,,,,,,,,,,,,,,
161,,Matthias Gastel,Matthias,Gastel,Bündnis 90/Die Grünen,,Stuttgart; evangelisch-lutherisch.,geschieden,Baden-Württemberg,Wahlkreis 262: Nürtingen,https://www.bundestag.de/abgeordnete/biografien/G/gastel_matthias-1044446,https://www.matthias-gastel.de/,https://www.facebook.com/MatthiasGastelMdB/,http://instagram.com/gastelmatthias,https://www.tiktok.com/@matthias.gastel,https://twitter.com/MatthiasGastel,,,https://bsky.app/profile/matthias-gastel.de,https://www.linkedin.com/in/matthias-gastel-015395245/,https://www.threads.net/@gastelmatthias,,,,,,,,,,,,,,,,,,,,,
162,Dr.,Alexander Gauland,Alexander,Gauland,AfD,Volljurist,Chemnitz; evangelisch; verwitwet; ein Kind.,geschieden,Sachsen,Wahlkreis 161: Chemnitz,https://www.bundestag.de/abgeordnete/biografien/G/gauland_alexander-1044448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,Kathrin Gebel,Kathrin,Gebel,Die Linke,Studentin,Recklinghausen.,geschieden,Nordrhein-Westfalen,Wahlkreis 128: Münster,https://www.bundestag.de/abgeordnete/biografien/G/gebel_kathrin-1044460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,Wilhelm Gebhard,Wilhelm,Gebhard,CDU/CSU,Bürgermeister,Eschwege; evangelisch; verheiratet; zwei Kinder.,verheiratet,Hessen,Wahlkreis 168: Werra-Meißner – Hersfeld-Rotenburg,https://www.bundestag.de/abgeordnete/biografien/G/gebhard_wilhelm-1044462,https://www.wilhelmgebhard.de,https://www.facebook.com/p/Wilhelm-Gebhard-100069741767953/?locale=de_DE,https://www.instagram.com/wilhelmgebhard/?hl=de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Dr.,Thomas Gebhart,Thomas,Gebhart,CDU/CSU,"Politikwissenschaftler, Betriebswirt (M. A.)",Kandel; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Rheinland-Pfalz,Wahlkreis 210: Südpfalz,https://www.bundestag.de/abgeordnete/biografien/G/gebhart_thomas-1044466,http://www.thomas-gebhart.de,https://www.facebook.com/gebhart.th,https://www.instagram.com/thomas__gebhart/#,,https://www.x.com/thomasgebhart,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Dr.,Jonas Geissler,Jonas,Geissler,CDU/CSU,Regierungsrat a. D.,Isny im Allgäu; evangelisch; verheiratet.,verheiratet,Bayern,Wahlkreis 237: Coburg,https://www.bundestag.de/abgeordnete/biografien/G/geissler_jonas-1048618,http://www.jonas-geissler.de/,http://www.facebook.com/JonasGeissler1984,https://www.instagram.com/der_geissler/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,Katalin Gennburg,Katalin,Gennburg,Die Linke,Mitglied des Abgeordnetenhauses Berlin,Weißenfels.,geschieden,Berlin,Wahlkreis 084: Berlin-Marzahn-Hellersdorf,https://www.bundestag.de/abgeordnete/biografien/G/gennburg_katalin-1044470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,Martin Gerster,Martin,Gerster,SPD,Redakteur,Biberach an der Riß; römisch-katholisch; verheiratet; ein Kind.,verheiratet,Baden-Württemberg,Wahlkreis 292: Biberach,https://www.bundestag.de/abgeordnete/biografien/G/gerster_martin-1044480,http://www.martin-gerster.de/,https://www.facebook.com/MdB.Martin.Gerster,https://www.instagram.com/martingerster.spd/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Dr.,Jan-Niclas Gesenhues,Jan-Niclas,Gesenhues,Bündnis 90/Die Grünen,Volkswirt,"Karlsruhe; ein Kind, verheiratet; Wohnort Emsdetten.",verheiratet,Nordrhein-Westfalen,Wahlkreis 127: Steinfurt III,https://www.bundestag.de/abgeordnete/biografien/G/gesenhues_jan-1044484,https://gesenhues.eu/,https://www.facebook.com/JanniGesenhues,https://www.instagram.com/janni_gesenhues/,https://www.tiktok.com/@janni_gesenhues,https://twitter.com/JN_Gesenhues,,,https://bsky.app/profile/gesenhues.bsky.social,https://linkedin.com/in/jan-niclas-gesenhues-0a777b122,,,,,,,,,,,,,,,,,,,,,,
170,,Alexis L. Giersch,Alexis L.,Giersch,AfD,Diplom-Ingenieur (FH),London (UK).,geschieden,Schleswig-Holstein,,https://www.bundestag.de/abgeordnete/biografien/G/giersch_alexis-1044490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,Ronald Gläser,Ronald,Gläser,AfD,Journalist,Berlin; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Berlin,Wahlkreis 075: Berlin-Pankow,https://www.bundestag.de/abgeordnete/biografien/G/glaeser_ronald-1044508,https://www.ronaldglaeser.de,https://www.facebook.com/ronaldglaeserberlin,,https://www.tiktok.com/@ronaldglaeser,,,https://www.youtube.com/channel/uco-os6p-gck-s0xwy5nmeha,,,,https://t.me/ronaldglaeser,,,,,,,,,,,,,,,,,,,,
172,,Vinzenz Glaser,Vinzenz,Glaser,Die Linke,Sozialarbeiter,Hildburghausen.,geschieden,Baden-Württemberg,Wahlkreis 281: Freiburg,https://www.bundestag.de/abgeordnete/biografien/G/glaser_vinzenz-1044506,https://vinzenz-glaser.de,,https://www.instagram.com/vinzenz_glaser/?hl=de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,Angelika Glöckner,Angelika,Glöckner,SPD,Verwaltungsfachwirtin,Pirmasens; evangelisch; verheiratet; zwei Kinder.,verheiratet,Rheinland-Pfalz,Wahlkreis 209: Pirmasens,https://www.bundestag.de/abgeordnete/biografien/G/gloeckner_angelika-1044518,http://www.angelika-glöckner.info/,https://www.facebook.com/gloeckner.wpf,https://www.instagram.com/angelikaglockner/?hl=de,,https://twitter.com/A_Gloeckner,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,Hannes Gnauck,Hannes,Gnauck,AfD,Soldat auf Zeit,Prenzlau; ledig.,ledig,Brandenburg,Wahlkreis 057: Uckermark – Barnim I,https://www.bundestag.de/abgeordnete/biografien/G/gnauck_hannes-1044526,,https://www.facebook.com/profile.php,https://www.instagram.com/hannesgnauck/,https://www.tiktok.com/@hannesgnauck,,,,,,,https://t.me/s/hannesgnauck,,,,,,,,,,,,,,,,,,,,
175,,Katrin Göring-Eckardt,Katrin,Göring-Eckardt,Bündnis 90/Die Grünen,,"Friedrichroda (Thüringen); evangelisch; in Patchworkfamilie lebend, zwei Söhne, Großmutter.",geschieden,Thüringen,Wahlkreis 192: Erfurt – Weimar – Weimarer Land II,https://www.bundestag.de/abgeordnete/biografien/G/goering_eckardt_katrin-1044556,http://www.goering-eckardt.de,https://www.facebook.com/GoeringEckardt,https://www.instagram.com/goeringeckardt/,,https://twitter.com/GoeringEckardt,https://gruene.social/@GoeringEckardt,,https://bsky.app/profile/goering-eckardt.de,https://de.linkedin.com/in/katrin-g%C3%B6ring-eckardt-a52a6b156,,,,,,,,,,,,,,,,,,,,,,
176,,Christian Görke,Christian,Görke,Die Linke,Dipl.-Lehrer Geschichte und Sport,Rathenow.,geschieden,Brandenburg,Wahlkreis 064: Cottbus – Spree-Neiße,https://www.bundestag.de/abgeordnete/biografien/G/goerke_christian-1044558,https://www.christian-goerke.de,https://www.facebook.com/ChristianGoerkeLINKE/,https://www.instagram.com/christiangoerke62/,,https://twitter.com/goerke_c,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,Nicole Gohlke,Nicole,Gohlke,Die Linke,Sozialwissenschaftlerin,München; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 219: München-West/Mitte,https://www.bundestag.de/abgeordnete/biografien/G/gohlke_nicole-1044540,http://www.nicole-gohlke.de,,https://www.instagram.com/nicolegohlke.mdb,https://www.tiktok.com/@nicole.gohlke,http://www.twitter.com/nicolegohlke,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,Hans-Jürgen Goßner,Hans-Jürgen,Goßner,AfD,Industriemeister Elektrotechnik (IHK),Göppingen; geschieden; ein Kind.,geschieden,Baden-Württemberg,Wahlkreis 263: Göppingen,https://www.bundestag.de/abgeordnete/biografien/G/gossner_hans-1044566,https://www.gossner-im-bundestag.de,https://www.facebook.com/afdwahlkreisgoeppingen,,https://www.tiktok.com/@hansi_gossner,https://x.com/hansigossner,,https://www.youtube.com/@hans-juergen_gossner,,,,,,,,,,,,,,,,,,,,,,,,
179,,Kay Gottschalk,Kay,Gottschalk,AfD,Diplom Kaufmann,Hamburg; konfessionslos; verwitwet.,geschieden,Nordrhein-Westfalen,Wahlkreis 110: Viersen,https://www.bundestag.de/abgeordnete/biografien/G/gottschalk_kay-1044570,https://afd-gottschalk.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Dr.,Inge Gräßle,Inge,Gräßle,CDU/CSU,,Großkuchen.,geschieden,Baden-Württemberg,Wahlkreis 269: Backnang – Schwäbisch Gmünd,https://www.bundestag.de/abgeordnete/biografien/G/graessle_ingeborg-1048650,https://inge-graessle.de,https://www.facebook.com/inge.graessle/,https://www.instagram.com/inge.graessle/?hl=de,,https://twitter.com/inge_graessle?lang=de,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,Fabian Gramling,Fabian,Gramling,CDU/CSU,Bankkaufmann (M. A.),Stuttgart.,geschieden,Baden-Württemberg,Wahlkreis 266: Neckar-Zaber,https://www.bundestag.de/abgeordnete/biografien/G/gramling_fabian-1048646,https://www.fabian-gramling.de/,https://www.facebook.com/f.gramling/,https://www.instagram.com/fabian.gramling/,,,,,,https://www.linkedin.com/in/fabian-gramling,,,,,,,,,,,,,,,,,,,,,,
182,,Adrian Grasse,Adrian,Grasse,CDU/CSU,Angestellter,Berlin; evangelisch; zwei Kinder.,geschieden,Berlin,Wahlkreis 078: Berlin-Steglitz-Zehlendorf,https://www.bundestag.de/abgeordnete/biografien/G/grasse_adrian-1044590,https://adrian-grasse.berlin,https://de-de.facebook.com/adrian.grasse.9/,https://www.instagram.com/adrian.grasse/,,,,,,https://de.linkedin.com/in/adrian-grasse-20194991,,,,,,,,,,,,,,,,,,,,,,
183,Prof. Dr.,Armin Grau,Armin,Grau,Bündnis 90/Die Grünen,Arzt,Stuttgart; verheiratet; fünf Kinder.,verheiratet,Rheinland-Pfalz,Wahlkreis 206: Ludwigshafen/Frankenthal,https://www.bundestag.de/abgeordnete/biografien/G/grau_armin-1044594,http://www.armingrau.de,https://www.facebook.com/armingraugruene,,,https://x.com/ArminGrau,,,https://bsky.app/profile/armingrau.bsky.social,,,,,,,,,,,,,,,,,,,,,,,
184,,David Gregosz,David,Gregosz,CDU/CSU,Unternehmer,Leinefelde; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Thüringen,Wahlkreis 188: Eichsfeld – Nordhausen – Kyffhäuserkreis,https://www.bundestag.de/abgeordnete/biografien/G/gregosz_david-1044600,https://www.david-gregosz.de/,https://www.facebook.com/profile.php?id=61564108233533,https://www.instagram.com/davidgregosz/,https://vm.tiktok.com/ZGd5Ak5VD/,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,Kerstin Griese,Kerstin,Griese,SPD,Historikerin,Münster; evangelisch.,geschieden,Nordrhein-Westfalen,Wahlkreis 104: Mettmann II,https://www.bundestag.de/abgeordnete/biografien/G/griese_kerstin-1044602,http://www.kerstin-griese.de/,https://www.facebook.com/KerstinGrieseMdB,https://instagram.com/kerstingriese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,Christoph Grimm,Christoph,Grimm,AfD,Rechtsanwalt,Frankfurt am Main.,geschieden,Mecklenburg-Vorpommern,Wahlkreis 013: Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,https://www.bundestag.de/abgeordnete/biografien/G/grimm_christoph-1048654,https://eurodaemmerung.wordpress.com/,https://www.facebook.com/people/Christoph-Grimm/100063772429255/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,Rainer Groß,Rainer,Groß,AfD,Rechtsanwalt,Bonn-Beuel; verheiratet; zwei Kinder.,verheiratet,Bayern,,https://www.bundestag.de/abgeordnete/biografien/G/gross_karl-1044618,,,,,https://x.com/RealRainerGross,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,Serap Güler,Serap,Güler,CDU/CSU,Beamtin,Marl; verheiratet.,verheiratet,Nordrhein-Westfalen,Wahlkreis 092: Köln I,https://www.bundestag.de/abgeordnete/biografien/G/gueler_serap-1044642,https://www.serapgueler.de/,https://de-de.facebook.com/serap.guler,https://www.instagram.com/sgueler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,Georg Günther,Georg,Günther,CDU/CSU,Diplom-Finanzwirt (FH),Greifswald; verheiratet; ein Sohn.,verheiratet,Mecklenburg-Vorpommern,Wahlkreis 015: Vorpommern-Rügen – Vorpommern-Greifswald I,https://www.bundestag.de/abgeordnete/biografien/G/guenther_georg-1044652,https://www.georgguenther.de/,https://www.facebook.com/georg.guenther.wk15,https://www.instagram.com/georgguenther_,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,Fritz Güntzler,Fritz,Güntzler,CDU/CSU,"Wirtschaftsprüfer, Steuerberater",Cuxhaven; evangelisch-lutherisch; verheiratet; zwei Kinder.,verheiratet,Niedersachsen,Wahlkreis 053: Göttingen I,https://www.bundestag.de/abgeordnete/biografien/G/guentzler_fritz-1044656,http://www.fritz-guentzler.de,https://facebook.com/fguentzler,https://www.instagram.com/fguentzler/,,https://twitter.com/fguentzler,,,,https://de.linkedin.com/in/fritz-güntzler-mdb-b08901101,,,,,,,,,,,,,,,,,,,,,,
191,,Ates Gürpinar,Ates,Gürpinar,Die Linke,Medienwissenschaftler,Darmstadt.,geschieden,Bayern,Wahlkreis 221: Rosenheim,https://www.bundestag.de/abgeordnete/biografien/G/guerpinar_ates-1044658,http://www.ates-guerpinar.de,https://www.facebook.com/ates.guerpinar,https://www.instagram.com/atesgurpinar/,,https://twitter.com/AtesGuerpinar,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Dr.,Lena Gumnior,Lena,Gumnior,Bündnis 90/Die Grünen,Rechtsanwältin,Rheine; römisch-katholisch; ledig.,ledig,Niedersachsen,Wahlkreis 034: Osterholz – Verden,https://www.bundestag.de/abgeordnete/biografien/G/gumnior_lena-1044644,https://lena-gumnior.fuer-die-gruenen.de,https://www.facebook.com/lena.gumnior,https://www.instagram.com/lena_gumnior/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
